Accession,Description,Peptides,39383 WASH 1,39384 WASH 2,39385 WASH 3,39386 Control 1,39387 Control 2,39388 Control 3,39389 QC Pool 1,39389 QC Pool 2,39389 QC Pool 3
Q61166,Microtubule-associated protein RP/EB family member 1 OS=Mus musculus OX=10090 GN=Mapre1 PE=1 SV=3,6,106162420.5,87145194.5,90910807.5,47245976,74214864,45307486,76494274.5,77414243,68030638
Q61171,Peroxiredoxin-2 OS=Mus musculus OX=10090 GN=Prdx2 PE=1 SV=3,12,4659544472,4402137746,3606828562,3976602123,4543963463,3627669328,4228792645,4123309219,4215329729
Q61187,Tumor susceptibility gene 101 protein OS=Mus musculus OX=10090 GN=Tsg101 PE=1 SV=2,2,44122487,14243832,14789756.13,11232989,7547136.5,10471523,12513626.63,12741547,12419145
Q61191,Host cell factor 1 OS=Mus musculus OX=10090 GN=Hcfc1 PE=1 SV=2,8,103635401.5,140408725.5,770020425,186729269.3,139076361,404956982,297601746.5,298036967,279744165
Q61205,Platelet-activating factor acetylhydrolase IB subunit gamma OS=Mus musculus OX=10090 GN=Pafah1b3 PE=1 SV=1,2,27253886,25443247,19645007.5,16153692,17881536,16097389.5,18801922.5,19550252,21168763.5
Q61206,Platelet-activating factor acetylhydrolase IB subunit beta OS=Mus musculus OX=10090 GN=Pafah1b2 PE=1 SV=2,4,265085570,136444943,170807778.5,189371011.5,181648512,155393115,201103018,192413513.5,205916485
Q61220,Protein kinase C-binding protein NELL2 OS=Mus musculus OX=10090 GN=Nell2 PE=1 SV=3,2,5144913.5,1750383.625,14028546.25,12069591,14763525,9163542.5,12569877,19682649.5,14122810
Q61234,Alpha-1-syntrophin OS=Mus musculus OX=10090 GN=Snta1 PE=1 SV=1,7,103990292.5,85884844,81231159.5,59090602,53614967,78726867,89209483,71724233.5,79889209
Q61249,Immunoglobulin-binding protein 1 OS=Mus musculus OX=10090 GN=Igbp1 PE=1 SV=1,3,19540255,14677296,1856616.125,0,4193723,0,7905889.25,1605858.5,6355977
Q61292,Laminin subunit beta-2 OS=Mus musculus OX=10090 GN=Lamb2 PE=1 SV=2,2,11532156,11601545,8888097,4283549,4060623.5,10451949.5,8465862.5,8815352.25,12403974.75
Q61301,Catenin alpha-2 OS=Mus musculus OX=10090 GN=Ctnna2 PE=1 SV=3,10,184281802.5,148493952.8,125821941,94796454,100219980.8,118576872.8,150164209,144098582.3,146658094
Q61315,Adenomatous polyposis coli protein OS=Mus musculus OX=10090 GN=Apc PE=1 SV=1,2,7581164,5165085,0,0,0,3919850,2991045.125,0,0
Q61316,Heat shock 70 kDa protein 4 OS=Mus musculus OX=10090 GN=Hspa4 PE=1 SV=1,44,3436480633,3037497435,1616874358,2947682196,3034680750,2414248683,2678759628,2485775854,2468291029
Q61330,Contactin-2 OS=Mus musculus OX=10090 GN=Cntn2 PE=1 SV=2,4,29494940.5,14840307,20203476,14005066.13,17201802.25,20558237.75,17462270.5,13465899,14259280.5
Q61361,Brevican core protein OS=Mus musculus OX=10090 GN=Bcan PE=1 SV=2,15,978801306.3,821763426.5,595853984.5,750735247.3,804238672.5,714948631.5,705350570.4,638894597.3,823736128.3
Q61411,GTPase HRas OS=Mus musculus OX=10090 GN=Hras PE=1 SV=2,8,618056082,413939385,304340592,443083776,528261194,421188120,452098789.5,428267455,422252089.5
Q61414,"Keratin, type I cytoskeletal 15 OS=Mus musculus OX=10090 GN=Krt15 PE=1 SV=2",1,23015836,124427776,10286484,16614457,28105130,47574168,36788388,35466080,37493752
Q61418,H(+)/Cl(-) exchange transporter 4 OS=Mus musculus OX=10090 GN=Clcn4 PE=2 SV=2,1,15421460,10609589.75,10172938,13971202,16578322,10486703,11707485,16248856.5,15517214
Q61425,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Hadh PE=1 SV=2",5,103914427,84476607.63,77640881.5,92027120.5,96988349,70530261,81022236,88426077,93995531
Q61481,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A OS=Mus musculus OX=10090 GN=Pde1a PE=1 SV=2",7,86441017.5,70963019,40488391,80226091,89777333,65803674.75,66826384.25,75913290,79299620.13
Q61490,CD166 antigen OS=Mus musculus OX=10090 GN=Alcam PE=1 SV=3,12,397839818,351049823,260435557.8,402383812.5,376855703.5,347256083.5,355746493,362009128,361779582.5
Q61548,Clathrin coat assembly protein AP180 OS=Mus musculus OX=10090 GN=Snap91 PE=1 SV=1,18,1849062550,1211386908,933444846.3,556109068.3,514015858.8,392269746,843277211.9,865756871.6,847818964.1
Q61553,Fascin OS=Mus musculus OX=10090 GN=Fscn1 PE=1 SV=4,18,1514712791,1532620019,1071992342,1731682540,1563329471,1475990985,1385125915,1402470080,1430064145
Q61578,"NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Mus musculus OX=10090 GN=Fdxr PE=1 SV=1",1,11042464,6132308.5,22375506,6688819,6692523,10825073,0,6951103,12287415.25
Q61584,Fragile X mental retardation syndrome-related protein 1 OS=Mus musculus OX=10090 GN=Fxr1 PE=1 SV=2,4,66228995,57193038,49429210,45597747.5,45027972.75,52729795.75,52360105,43584301,34947293.5
Q61595,Kinectin OS=Mus musculus OX=10090 GN=Ktn1 PE=1 SV=1,21,410576459.5,367465373.8,223393521.5,111659699.1,168016773.4,110357906.7,218333626.4,193966307.8,210491057.1
Q61598,Rab GDP dissociation inhibitor beta OS=Mus musculus OX=10090 GN=Gdi2 PE=1 SV=1,24,2145669736,2061897051,2119814315,1968570317,2147569484,1881473332,2021258471,1921581222,1921963287
Q61599,Rho GDP-dissociation inhibitor 2 OS=Mus musculus OX=10090 GN=Arhgdib PE=1 SV=3,4,34421477.75,73126802,19386469.5,36339897.5,82156173,60030648.25,42801604,74042493,35167306
Q61625,"Glutamate receptor ionotropic, delta-2 OS=Mus musculus OX=10090 GN=Grid2 PE=1 SV=1",8,94960728.5,47465415.25,82543968,59493635.75,63201914,53830554.25,61998148,82034386,72929892.5
Q61644,Protein kinase C and casein kinase substrate in neurons protein 1 OS=Mus musculus OX=10090 GN=Pacsin1 PE=1 SV=1,18,1144896797,989232160.5,749716277.5,813971356.6,852376679,665145054.5,881978024.8,854058585.5,845011634
Q61655,ATP-dependent RNA helicase DDX19A OS=Mus musculus OX=10090 GN=Ddx19a PE=1 SV=2,6,65555301,68531549.5,56820914.5,59062310,152855767,44342650.5,64132961.5,65666311.5,67237931.5
Q61656,Probable ATP-dependent RNA helicase DDX5 OS=Mus musculus OX=10090 GN=Ddx5 PE=1 SV=2,14,364098496.3,251260232.5,192755692.5,326874310.8,248812430.8,266918798.3,243357585.5,265302414.3,267368585.8
Q61699,Heat shock protein 105 kDa OS=Mus musculus OX=10090 GN=Hsph1 PE=1 SV=2,30,1168241175,905320041.6,672292653.3,794409460.7,819557416,692097831.3,829436506.1,823571240.8,817899978.8
Q61701,ELAV-like protein 4 OS=Mus musculus OX=10090 GN=Elavl4 PE=1 SV=1,10,252811643.5,234268798,197266576.5,183240688.8,240590987.5,192037467.4,203861439.5,234446331.5,210942198.5
Q61733,"28S ribosomal protein S31, mitochondrial OS=Mus musculus OX=10090 GN=Mrps31 PE=1 SV=1",1,8123279,9641035,2027901.875,0,0,0,3096067.75,3224690,3901514
Q61735,Leukocyte surface antigen CD47 OS=Mus musculus OX=10090 GN=Cd47 PE=1 SV=2,2,142718859,132841168.8,88644004.75,83588610.75,87361856,56720840.75,86487630.5,87324024,98911823.75
Q61753,D-3-phosphoglycerate dehydrogenase OS=Mus musculus OX=10090 GN=Phgdh PE=1 SV=3,10,1179924980,1311439731,1223047029,1099894793,1529249128,1302417253,1315823767,1299690263,1375725959
Q61768,Kinesin-1 heavy chain OS=Mus musculus OX=10090 GN=Kif5b PE=1 SV=3,20,365209803.5,345002009.8,218879439.3,302337572,328952946.5,259117644.8,273815589.9,253037509,251534402.5
Q61792,LIM and SH3 domain protein 1 OS=Mus musculus OX=10090 GN=Lasp1 PE=1 SV=1,17,2069221414,1885906232,1207660890,863385873,1010889271,779805592.3,1217241470,1273051445,1250789630
Q61831,Mitogen-activated protein kinase 10 OS=Mus musculus OX=10090 GN=Mapk10 PE=1 SV=2,3,56513346,32865372.5,39313154,39740449,29801296.75,28080063.75,35036767.5,46983256.25,38365037.5
Q61838,Pregnancy zone protein OS=Mus musculus OX=10090 GN=Pzp PE=1 SV=3,6,64344748,28373017,23779761.5,35929709.75,42043835,17822642,32823027.75,37149918.5,28602354.5
Q61879,Myosin-10 OS=Mus musculus OX=10090 GN=Myh10 PE=1 SV=2,44,514679771.3,539194153,349462043.8,638211327.8,481422637.4,476539536.5,514782621.5,443613648.3,473983114.5
Q61885,Myelin-oligodendrocyte glycoprotein OS=Mus musculus OX=10090 GN=Mog PE=1 SV=1,13,762499607,643766258.5,590606189.4,691895838.3,742479657,682805956.3,683842837.3,720654757.8,643871431.5
Q61937,Nucleophosmin OS=Mus musculus OX=10090 GN=Npm1 PE=1 SV=1,4,24684083.75,12814804.13,33498317.5,23052122,45607966,24866121.75,40130628,30712896.75,44140386.75
Q61941,"NAD(P) transhydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Nnt PE=1 SV=2",1,4186360.75,1972767.5,0,0,0,3263672.25,0,0,0
Q61990,Poly(rC)-binding protein 2 OS=Mus musculus OX=10090 GN=Pcbp2 PE=1 SV=1,5,496167979.3,421798358.8,317965306,346533486,401302471.8,343345746.5,374301705,378102263,395895476
Q62048,Astrocytic phosphoprotein PEA-15 OS=Mus musculus OX=10090 GN=Pea15 PE=1 SV=1,2,46770610,40341646,17342579,14665070.5,13674806,9546399.5,27428194,22761451,20096141.5
Q62059,Versican core protein OS=Mus musculus OX=10090 GN=Vcan PE=1 SV=2,3,43241332,32973139,25787766,30765154,30089191,26454217,32556628.5,32868691,41121636
Q62077,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus OX=10090 GN=Plcg1 PE=1 SV=2",6,27104970,45580360.5,101789643.8,56520430.25,45945146,35534930.75,41783876.25,38725977.25,46725467.5
Q62083,PRKCA-binding protein OS=Mus musculus OX=10090 GN=Pick1 PE=1 SV=2,4,89067073,39143377.5,33283343.25,22408511.75,24497175.25,5295836.5,34204282,31586823.25,31407315.5
Q62086,Serum paraoxonase/arylesterase 2 OS=Mus musculus OX=10090 GN=Pon2 PE=1 SV=2,2,10007935.5,7387098.75,4999303,9160790,5898712.5,3220136.5,9913018.5,2355989.75,7717594.75
Q62108,Disks large homolog 4 OS=Mus musculus OX=10090 GN=Dlg4 PE=1 SV=1,12,188948335.8,133909844.5,139120419,69454214.5,108815571.5,96706955.5,99404039,100300189.5,139356648.3
Q62159,Rho-related GTP-binding protein RhoC OS=Mus musculus OX=10090 GN=Rhoc PE=1 SV=2,1,2751766.5,1601987.5,0,1006611.438,1545503.875,1367632.125,1654729.375,1329775.5,1807066
Q62167,ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3,29,1594862045,1304783125,987778226,611733048.8,656376647,515491922,709525133.5,839049068,855963421.3
Q62178,Semaphorin-4A OS=Mus musculus OX=10090 GN=Sema4a PE=1 SV=2,2,4266926,6282912,9890200,2193023.5,3842308.75,4353621,5683418.5,5148673.5,4985834
Q62186,Translocon-associated protein subunit delta OS=Mus musculus OX=10090 GN=Ssr4 PE=1 SV=1,4,106604408,110120864.5,98188443,117796014,132853991,103943967,131052939,118397083,98293211
Q62188,Dihydropyrimidinase-related protein 3 OS=Mus musculus OX=10090 GN=Dpysl3 PE=1 SV=1,35,7631699506,6632089164,5739160628,6400915405,6792808357,5486609153,6269153488,6232369987,6298405037
Q62261,"Spectrin beta chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptbn1 PE=1 SV=2",102,4589511696,4376312259,3281073724,4222184549,4455047716,3935955202,4020105714,4031729745,4087120284
Q62277,Synaptophysin OS=Mus musculus OX=10090 GN=Syp PE=1 SV=2,7,2054349601,1821467506,1470425698,1894640561,1863709382,1723874558,1857003699,1841010873,1796466248
Q62283,Tetraspanin-7 OS=Mus musculus OX=10090 GN=Tspan7 PE=1 SV=2,3,108524221,112965071,95458003,106524708,127932248,84033847,104353505,107027141,101857627
Q62318,Transcription intermediary factor 1-beta OS=Mus musculus OX=10090 GN=Trim28 PE=1 SV=3,14,218740722.8,292487949,1470668983,316499162.3,275505558,526439554.8,482594917.8,500811197.8,493499168
Q62348,Translin OS=Mus musculus OX=10090 GN=Tsn PE=1 SV=1,3,23668494,20997641,17603538.5,19157115,16732416,8918772.5,12423077.5,15843488.5,22166342
Q62351,Transferrin receptor protein 1 OS=Mus musculus OX=10090 GN=Tfrc PE=1 SV=1,13,186224740.5,133429654.5,131225794.8,171530665.5,185903029,162135485.5,170811813.8,197816132,150583133.5
Q62393,Tumor protein D52 OS=Mus musculus OX=10090 GN=Tpd52 PE=1 SV=2,2,20586007,7529612.5,6508099,0,0,0,7117991.5,0,3856279.75
Q62417,Sorbin and SH3 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Sorbs1 PE=1 SV=2,31,777100792.5,591850303.1,324391677.8,104510471.3,145245004.2,113265462.7,300432047,330747040.4,298117131.8
Q62418,Drebrin-like protein OS=Mus musculus OX=10090 GN=Dbnl PE=1 SV=2,25,2692635286,1884127267,1659970215,214758329.5,229662582.8,196498504.6,922342820.1,966406229.4,1000546535
Q62419,Endophilin-A2 OS=Mus musculus OX=10090 GN=Sh3gl1 PE=1 SV=1,8,5306136770,5350093001,5749734810,5015378182,4671428760,5457255342,5205299343,5421411364,5242132544
Q62420,Endophilin-A1 OS=Mus musculus OX=10090 GN=Sh3gl2 PE=1 SV=2,13,1377311605,823330115,597107423,265878389.5,251826743.5,177332068.9,509501334,544494255.5,537822779.5
Q62425,Cytochrome c oxidase subunit NDUFA4 OS=Mus musculus OX=10090 GN=Ndufa4 PE=1 SV=2,5,359699808,375515445.5,287524040,365668404,485895312,283130624,347824085,377512316,364181638
Q62426,Cystatin-B OS=Mus musculus OX=10090 GN=Cstb PE=1 SV=1,5,219715341.5,226401365,81861851.75,201712683,217769828,178682719.5,206593133,193900037,193293837
Q62433,Protein NDRG1 OS=Mus musculus OX=10090 GN=Ndrg1 PE=1 SV=1,4,50657881.5,30395147.5,28360647.75,27443180,27665099.75,29714690.5,29676704,26903478.5,40529752.5
Q62443,Neuronal pentraxin-1 OS=Mus musculus OX=10090 GN=Nptx1 PE=1 SV=1,6,108317453.5,88855107,57825315.5,103275334.5,110741911.5,87187828,90783065.75,103544306,96342501.25
Q62446,Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Mus musculus OX=10090 GN=Fkbp3 PE=1 SV=2,2,23685143,22316382,10421346,8763859,6654016.5,5959374.5,10521829,14257327,7195357.5
Q62448,Eukaryotic translation initiation factor 4 gamma 2 OS=Mus musculus OX=10090 GN=Eif4g2 PE=1 SV=2,11,133333133,75095582.5,70514688.25,7571093.5,9410019.25,1033446.625,42229896,49467070,45689918.88
Q62465,Synaptic vesicle membrane protein VAT-1 homolog OS=Mus musculus OX=10090 GN=Vat1 PE=1 SV=3,13,501335450.5,484653406,434780867,424283315,487332676.5,378026108.5,458321462,446850842,478666774.5
Q62523,Zyxin OS=Mus musculus OX=10090 GN=Zyx PE=1 SV=2,3,33576820.5,30336232,25912723.5,27885051.5,12006855,23558144,26859510.5,24071903.5,20194566
Q63739,Protein tyrosine phosphatase type IVA 1 OS=Mus musculus OX=10090 GN=Ptp4a1 PE=1 SV=1,2,18927650,15957557.5,9354154.75,11402419.5,15909203,10480210.5,15422795,18363215.5,11937935.5
Q63810,Calcineurin subunit B type 1 OS=Mus musculus OX=10090 GN=Ppp3r1 PE=1 SV=3,4,77180882,68126099.5,28522307,55347854.5,50122482.5,18066897,38114242,46032259.5,53609257
Q63844,Mitogen-activated protein kinase 3 OS=Mus musculus OX=10090 GN=Mapk3 PE=1 SV=5,8,122842255.8,75373947,64031262.5,72171188.5,55655639.5,53418204,61662419.5,61512947,73815124
Q63932,Dual specificity mitogen-activated protein kinase kinase 2 OS=Mus musculus OX=10090 GN=Map2k2 PE=1 SV=2,4,29401608,17610771,8065140.875,22577471,12510545.5,12645844.5,16374936,17426364,17680595
Q63943,Myocyte-specific enhancer factor 2D OS=Mus musculus OX=10090 GN=Mef2d PE=1 SV=2,1,6026167.5,5236852,3890038,3838486.75,4537588,3528279.25,3571584.25,5215617,0
Q63959,Potassium voltage-gated channel subfamily C member 3 OS=Mus musculus OX=10090 GN=Kcnc3 PE=1 SV=2,2,16340200,5782116.5,2915280.25,8781803.5,0,7013849.5,7744088.5,10172839,4495526.5
Q64012,RNA-binding protein Raly OS=Mus musculus OX=10090 GN=Raly PE=1 SV=3,5,59355923,38431785.75,30111105,32409913,31416498,27568812.5,22706079.5,34587366,25646654
Q640R3,Hepatocyte cell adhesion molecule OS=Mus musculus OX=10090 GN=Hepacam PE=1 SV=2,7,165620502,116692074.8,56979197.88,91061131.5,101312442,74153600,113366666,120867075.8,131956829
Q64105,Sepiapterin reductase OS=Mus musculus OX=10090 GN=Spr PE=1 SV=1,7,147493754,100937124.5,126259121.5,88336010.5,117330576,82133072.5,116791726.5,100835514.5,108772842.5
Q64133,Amine oxidase [flavin-containing] A OS=Mus musculus OX=10090 GN=Maoa PE=1 SV=3,13,1025918685,974480420.5,1462617064,1243638655,1287811937,1645485691,1315826974,1270616326,1276227283
Q641P0,Actin-related protein 3B OS=Mus musculus OX=10090 GN=Actr3b PE=1 SV=1,6,127933541,102602768.5,136636540,81781837.5,84046749,93539786,101214321,121926402,119771324
Q64213,Splicing factor 1 OS=Mus musculus OX=10090 GN=Sf1 PE=1 SV=6,2,19315975.5,20747895,7403298,15373331.5,10405506,10764732,7587679.5,7668137.5,6515420
Q64310,Surfeit locus protein 4 OS=Mus musculus OX=10090 GN=Surf4 PE=1 SV=1,3,57384666,44328996,53579200,59165850,59626785,44937210.5,51120526.5,52882329,49487686.5
Q64331,Unconventional myosin-VI OS=Mus musculus OX=10090 GN=Myo6 PE=1 SV=1,8,60716922,45441694.13,48833312.88,39709344.75,45350457.25,39336953.25,40491274.25,35381091.25,33846791
Q64332,Synapsin-2 OS=Mus musculus OX=10090 GN=Syn2 PE=1 SV=2,20,4276233792,3451030154,2643685611,3603667958,3430518449,3220532008,3385436513,3372970454,3453609218
Q64337,Sequestosome-1 OS=Mus musculus OX=10090 GN=Sqstm1 PE=1 SV=1,1,34235841,19712718,19677001.5,13277010.5,3665370.25,3167545,17731658.5,14409093.5,12657042
Q64433,"10 kDa heat shock protein, mitochondrial OS=Mus musculus OX=10090 GN=Hspe1 PE=1 SV=2",15,16064649827,15260352152,7263320623,181050182.1,111435670,195845192.6,5128903376,5162034416,5164711165
Q64442,Sorbitol dehydrogenase OS=Mus musculus OX=10090 GN=Sord PE=1 SV=3,3,43743620.5,28181939.5,22994148.5,28584869,16649215.5,22308681,27124824,26564156,31939687
Q64487,Receptor-type tyrosine-protein phosphatase delta OS=Mus musculus OX=10090 GN=Ptprd PE=1 SV=3,25,352167672.5,356076646.4,226245733.8,397028467.5,338718668.8,318846045,323248651.5,336271533.8,326067128.8
Q64511,DNA topoisomerase 2-beta OS=Mus musculus OX=10090 GN=Top2b PE=1 SV=2,2,3940067.5,8325467.5,12649723,746190.4375,0,0,2035070.25,2482512.5,1789301.5
Q64514,Tripeptidyl-peptidase 2 OS=Mus musculus OX=10090 GN=Tpp2 PE=1 SV=3,34,970340755.8,715533166.8,641897384.6,870082577,901022321.5,868842697.5,865126460.8,835662835.5,815824721
Q64521,"Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Gpd2 PE=1 SV=2",33,2041452964,1577905984,1311136058,1535149126,1502944443,1347186607,1525690717,1480174130,1553988362
Q64674,Spermidine synthase OS=Mus musculus OX=10090 GN=Srm PE=1 SV=1,8,210461126,164249163.5,164044033,175851331,127231926,157882944.5,204166110.5,199929076.5,153650690.5
Q64676,2-hydroxyacylsphingosine 1-beta-galactosyltransferase OS=Mus musculus OX=10090 GN=Ugt8 PE=1 SV=2,7,158165864.5,108950174,116991614.5,116519891.5,152831051.5,94248869.25,108830775.5,120083430.5,122032184
Q64737,Trifunctional purine biosynthetic protein adenosine-3 OS=Mus musculus OX=10090 GN=Gart PE=1 SV=3,10,105650027.5,89624484.5,67111391,80251971.5,100816904,76149268.25,100058454.8,95749479.5,99479891
Q66L42,Mitogen-activated protein kinase kinase kinase 10 OS=Mus musculus OX=10090 GN=Map3k10 PE=1 SV=2,6,84550494,50200242,37536722.38,5431079.125,0,0,9861265.5,24372041.5,12514037.5
Q68ED2,Metabotropic glutamate receptor 7 OS=Mus musculus OX=10090 GN=Grm7 PE=1 SV=1,2,8294350.5,17054422.5,9284550.25,6996291.5,14031883.5,16637725,14948522,15431521,12721904
Q68ED7,CREB-regulated transcription coactivator 1 OS=Mus musculus OX=10090 GN=Crtc1 PE=1 SV=1,6,149600319.8,110556127.5,83940565.25,13285834.13,10219403.13,3119496.5,57892789,56995925.5,67577317.5
Q68EF4,Metabotropic glutamate receptor 4 OS=Mus musculus OX=10090 GN=Grm4 PE=1 SV=2,1,6188139.5,4195966.5,3921761,3390962.25,5468322.5,0,5972007.5,5515799.5,4124288.25
Q68EF6,Brain-enriched guanylate kinase-associated protein OS=Mus musculus OX=10090 GN=Begain PE=1 SV=2,1,9954774,8170004.5,10901935,0,6542902.5,0,6983432.5,1391450.5,1106149.625
Q68FD5,Clathrin heavy chain 1 OS=Mus musculus OX=10090 GN=Cltc PE=1 SV=3,95,16284522702,15753611964,14621577305,14181983657,16767416417,15233513078,14842112866,14681290326,15113115045
Q68FD9,UPF0606 protein KIAA1549 OS=Mus musculus OX=10090 GN=Kiaa1549 PE=1 SV=3,3,34227088,10923403,8301976,2543889.25,0,0,8049094.25,10530421,13089104
Q68FF6,ARF GTPase-activating protein GIT1 OS=Mus musculus OX=10090 GN=Git1 PE=1 SV=1,15,383011278,315905387,225030020.5,184213626.3,188782542.8,140747302.1,216100263.8,236483000,246820417.5
Q68FH0,Plakophilin-4 OS=Mus musculus OX=10090 GN=Pkp4 PE=1 SV=1,2,39394357,19239949,13410207.5,6962171.5,14297550,13802427,18182465,12770038,20135673.5
Q68FL4,Putative adenosylhomocysteinase 3 OS=Mus musculus OX=10090 GN=Ahcyl2 PE=1 SV=1,6,286718565.5,138735022.5,130656615.5,182756627,335801497,160343722.5,152067952,153760547,167180845
Q68FL6,"Methionine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Mars PE=1 SV=1",20,425305673,420520078,2956962227,348595878,378639441,392379042.5,752403299.5,743037362.3,740514339.5
Q68FM6,Protein phosphatase 1 regulatory subunit 29 OS=Mus musculus OX=10090 GN=Elfn2 PE=1 SV=1,5,85877883,60070577,47191242,12208551,9199284.5,5063922.75,13706301.75,32489257.5,25032643
Q69Z98,Serine/threonine-protein kinase BRSK2 OS=Mus musculus OX=10090 GN=Brsk2 PE=1 SV=2,2,26816658.5,21125235,12183078,11214992,15425334.75,15891976,16855094.5,14973067,18456098
Q69ZF3,Non-lysosomal glucosylceramidase OS=Mus musculus OX=10090 GN=Gba2 PE=1 SV=2,3,62490723,55874358.75,35572437.5,45735563.5,53819062,31840650,44015612.25,43314816,43409074.5
Q69ZK0,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein OS=Mus musculus OX=10090 GN=Prex1 PE=1 SV=2",8,139439481,116831167,101329047.3,115313808,127612156.5,89927139.5,113791121,115673186,110742538.5
Q69ZK9,Neuroligin-2 OS=Mus musculus OX=10090 GN=Nlgn2 PE=1 SV=2,5,85628822,72289253,68642963,75050094,69566312,62309193,69152487,66362433,67085012
Q69ZS6,Synaptic vesicle glycoprotein 2C OS=Mus musculus OX=10090 GN=Sv2c PE=1 SV=2,2,16367341.5,15723480.5,8710203.75,14200452,16162004,15016407.5,16708697,12801483.5,16012688
Q6A065,Centrosomal protein of 170 kDa OS=Mus musculus OX=10090 GN=Cep170 PE=1 SV=2,25,528713566.5,273427365.5,157374216.8,64454699.13,47453201.5,22537654.5,166091310.3,167112068.6,131128402.3
Q6A0A9,Constitutive coactivator of PPAR-gamma-like protein 1 OS=Mus musculus OX=10090 GN=FAM120A PE=1 SV=2,9,161044939,153452811.5,120363696,135882156,162514132.5,98495447.5,130168348,121805891.5,139598721.5
Q6A4J8,Ubiquitin carboxyl-terminal hydrolase 7 OS=Mus musculus OX=10090 GN=Usp7 PE=1 SV=1,13,157227169.8,114367049,100921676.3,143340476.5,123489740.8,122609839.8,128110132.5,118573717,119590933
Q6AXF6,SID1 transmembrane family member 1 OS=Mus musculus OX=10090 GN=Sidt1 PE=1 SV=1,1,5227020.5,7669239.5,8809029,8139371,8429529,4971244,5436029,7100917.5,8762147
Q6DFV7,Nuclear receptor coactivator 7 OS=Mus musculus OX=10090 GN=Ncoa7 PE=1 SV=2,1,7083733.5,3882553.25,2010009.5,0,0,1838941.25,4639317,0,2648531.5
Q6GQS1,Calcium-binding mitochondrial carrier protein SCaMC-3 OS=Mus musculus OX=10090 GN=Slc25a23 PE=1 SV=1,5,34534438.25,22013025.5,17239816,15921207,20163797,18055390.75,27421392.75,10108941.5,28231323.25
Q6GQT9,Nodal modulator 1 OS=Mus musculus OX=10090 GN=Nomo1 PE=1 SV=1,14,205503430.3,181295327.5,154814033.8,192983498,201824437,176318520.5,174264918.3,177665022.8,179136416
Q6GV12,3-ketodihydrosphingosine reductase OS=Mus musculus OX=10090 GN=Kdsr PE=1 SV=1,2,16834278.5,10172712.5,3522835,3892987.75,18135213.5,17254619.75,4014924.25,4950850.5,4444994.5
Q6GYP7,Ral GTPase-activating protein subunit alpha-1 OS=Mus musculus OX=10090 GN=Ralgapa1 PE=1 SV=1,3,8942083,9521461.75,9815072.313,8655586.75,9746838.25,7072707.75,8397051.625,9248794.25,8473237.25
Q6I6G8,E3 ubiquitin-protein ligase HECW2 OS=Mus musculus OX=10090 GN=Hecw2 PE=1 SV=1,1,0,5929662.5,3723530.25,7605715,0,6137103,7825331.5,0,4762563
Q6IR34,G-protein-signaling modulator 1 OS=Mus musculus OX=10090 GN=Gpsm1 PE=1 SV=3,7,55299601.25,40677807.75,58735076,36982168.75,22603854.25,37228042.75,66052383.25,83286664.25,81460106.5
Q6IRU5,Clathrin light chain B OS=Mus musculus OX=10090 GN=Cltb PE=1 SV=1,2,25244603,25588843,10434718,13513782.5,4948694.5,12366134,18067027,13824510,18100306
Q6KAU4,Multivesicular body subunit 12B OS=Mus musculus OX=10090 GN=Mvb12b PE=1 SV=2,1,5143081.5,4864135.5,4829713,11334794,17391900,5034015,7488607,5283281.5,6579118.5
Q6KB66,"Keratin, type II cytoskeletal 80 OS=Homo sapiens GN=KRT80 PE=1 SV=2",1,0,0,0,14016663,18007470,13601050,0,0,0
Q6NS52,Diacylglycerol kinase beta OS=Mus musculus OX=10090 GN=Dgkb PE=1 SV=2,6,78304446,49692040.5,54965387,44901256,53949630,43065311,66859828,50241899,60616029
Q6NS60,F-box only protein 41 OS=Mus musculus OX=10090 GN=Fbxo41 PE=1 SV=3,9,178671963.5,112725352.5,112657861,85087361.63,88814115,125210243.3,115565881,118420822,113023183.8
Q6NSW3,A-kinase anchor protein SPHKAP OS=Mus musculus OX=10090 GN=Sphkap PE=1 SV=2,2,22048423,16759877,11864530.25,4910326.5,5681643,0,8488544.5,5040318,8981725.25
Q6NVE8,WD repeat-containing protein 44 OS=Mus musculus OX=10090 GN=Wdr44 PE=1 SV=1,1,9945843,8271628,0,7263177,7115846.5,4342741,6997394.5,7079813.5,6897994.5
